weight logl omega_b H0 logA omega_cdm n_s z_reio A_planck A_act P_act Tcal Ecal m_ncdm
0.000000000000000000e+00 -2.638343220449944783e+04 2.289329415922583891e-02 7.566538490518078675e+01 3.008738285600345730e+00 1.347148051841114691e-01 9.924526760307195161e-01 1.127126370887932261e+01 9.914373859113585485e-01 9.957765990148713664e-01 1.098156653163783414e+00 9.855149660564370695e-01 9.826231451430339492e-01 3.942957817832976053e-01
0.000000000000000000e+00 -2.628883301476526321e+04 2.290952700265502448e-02 6.871305779496388766e+01 3.198325052447741346e+00 1.047502298469376592e-01 1.026177956651280310e+00 4.900831708586366631e+00 1.005377372989482376e+00 1.002960266743623041e+00 1.045079296148683889e+00 9.842436228840277801e-01 1.017259723610872246e+00 3.243489134854643519e-01
0.000000000000000000e+00 -2.623052580819833020e+04 2.241161064318897625e-02 7.593430657670106143e+01 3.239596537693575140e+00 1.244067813863389965e-01 9.850723555785683150e-01 9.248397083141531638e+00 1.007922458372466856e+00 1.007387468614214132e+00 9.814705452440777300e-01 1.003976005871225263e+00 9.760834114560817953e-01 2.345852775523939726e-01
0.000000000000000000e+00 -2.613002836339868736e+04 2.015484701366895837e-02 7.282884540179969690e+01 2.989256806785951959e+00 1.349577871705737731e-01 1.000534654394179546e+00 7.931052611425444709e+00 1.007544776859312430e+00 1.005703522130900529e+00 1.006967335876514769e+00 1.006767274261686662e+00 1.015567091204752748e+00 3.956848858449025785e-01
0.000000000000000000e+00 -2.536888368020577764e+04 2.392627631638982386e-02 6.648690643983199777e+01 3.219701220802096753e+00 1.038905341816353523e-01 9.280125435467391215e-01 7.706294580140999884e+00 1.010703827665884402e+00 9.850636949601133674e-01 9.651371653885401081e-01 1.012139239394054702e+00 1.023378418953251545e+00 1.680356317096893259e-01
0.000000000000000000e+00 -2.534425580261333016e+04 2.199316747947384007e-02 7.334367218618899642e+01 3.234039886624446414e+00 1.297836230439275151e-01 1.000694131150198452e+00 9.991818490036784794e+00 9.898112510016066068e-01 1.003199920457397809e+00 1.071377389260693036e+00 9.948151165243005467e-01 9.982720363857282564e-01 3.082833623352574937e-01
0.000000000000000000e+00 -2.529618207911527134e+04 2.338778166833960920e-02 7.418477542221890531e+01 3.228441536637408849e+00 1.044850824244534238e-01 9.889003987535194273e-01 4.636076809458456793e+00 1.007820300865946095e+00 1.005256016511311357e+00 1.041240976416994535e+00 1.017031691234416613e+00 1.030906665190885141e+00 2.276081219964885272e-01
0.000000000000000000e+00 -2.514017884136009161e+04 2.394834863988649226e-02 7.372403802166235209e+01 2.946204094285621355e+00 1.303289356623246187e-01 9.727609071330923785e-01 1.124544497009656396e+01 1.010031858794852688e+00 9.870828404475060491e-01 1.063581547871020661e+00 9.810473698251658270e-01 9.859195188522779096e-01 4.564246262697598810e-01
0.000000000000000000e+00 -2.492175064044286046e+04 2.489560131858540096e-02 6.608292226294531702e+01 3.103083101820838241e+00 1.004466967752261353e-01 1.006600370976837855e+00 8.459973231751050093e+00 9.885279543951358550e-01 9.956079019768959704e-01 1.024578544256723234e+00 9.786354959343017690e-01 9.865309834211815065e-01 8.575046367331036479e-02
0.000000000000000000e+00 -2.488318907605445202e+04 2.449220859697471414e-02 7.401526169868333227e+01 3.098420764295850116e+00 1.377873597368687031e-01 1.014631416665490171e+00 8.908106455201062701e+00 9.983202231129745252e-01 9.867373212299116458e-01 9.735326823827701315e-01 9.899502077479083173e-01 1.018844802682688844e+00 5.213549608673171409e-01
