weight logl omega_b H0 logA omega_cdm n_s z_reio A_planck A_act P_act Tcal Ecal m_ncdm
0.000000000000000000e+00 -2.748930126002405814e+04 2.038608210567999235e-01 6.294827150580759589e-01 4.981352430571459600e-01 9.209417639661364730e-01 4.420657463039573409e-01 6.402160513451793378e-02 6.122889157082060940e-01 2.705100649306382277e-01 8.458928062625126199e-01 8.855941837801419858e-01 8.799820259732186178e-01 7.491796059815948317e-01
0.000000000000000000e+00 -2.723069388561496089e+04 9.170768322015706575e-01 7.025266022905297669e-01 7.354464556846087575e-01 9.363540942555287350e-01 1.935789719430389688e-01 2.198528891833745336e-01 1.621002131331751306e-01 5.537000560335069155e-01 5.276119119012269154e-01 2.439961560151896469e-01 3.214908058094603227e-01 8.665841396808189323e-01
0.000000000000000000e+00 -2.718753169830638944e+04 7.958838098143873330e-01 9.944130210490492727e-01 7.416629740620929168e-01 2.950770689652738588e-01 4.952029817383568622e-01 3.171095772744803032e-02 1.533789742657154509e-02 5.129024471402955365e-01 2.433212126619949123e-01 6.463483239170586536e-01 9.570428542426959728e-01 6.200668817698028468e-01
0.000000000000000000e+00 -2.708507571974351595e+04 7.726258458662111916e-01 6.730996644817870411e-01 9.498220041897309507e-01 5.056585356167465628e-01 7.005820271456151271e-01 4.269001537351103659e-01 3.819606851007019133e-01 8.212145120997302872e-01 1.790240423439766193e-01 8.132497750617185828e-01 2.827424458044403011e-01 9.311293395836867104e-01
0.000000000000000000e+00 -2.706524106430144820e+04 2.242575486747332425e-01 6.039352237779579413e-01 1.842899820281462819e-01 9.945162327621791531e-01 2.710098092820865112e-01 9.824913718076244695e-01 4.108875435883541094e-01 2.351816234335071254e-01 1.835748597915730640e-01 2.765470920982584513e-01 4.846407399523788850e-01 1.736688850708157927e-01
0.000000000000000000e+00 -2.680202310395532550e+04 8.539024872978356884e-01 2.456609152472465363e-01 9.396064929897661733e-01 1.919639020402164054e-02 2.056740283450740892e-01 7.049275974439751513e-01 9.347830030933530487e-01 2.019470560097447187e-01 1.196183065965407133e-01 2.185880668396618098e-01 3.213313344356152346e-01 1.818952591186443479e-01
0.000000000000000000e+00 -2.677575656126484319e+04 2.050728229314152662e-01 6.205231039240060031e-01 3.840893741966656671e-01 9.531605446603250709e-01 6.013029570575406657e-02 8.969808424837513172e-01 7.542472760846826718e-01 6.161878566107185096e-01 9.068080375170840535e-01 7.552882890793755077e-01 9.891688012620056814e-01 6.820565917441101522e-01
0.000000000000000000e+00 -2.673820072112103662e+04 4.298207455935998400e-02 5.540760571188486638e-01 1.598801851933189244e-01 8.821822122978516534e-01 2.350795827124105841e-01 9.211771969503395052e-01 3.313264040383734343e-01 8.975382064150791983e-01 9.412807189392990992e-01 6.837854863211688672e-01 3.298740624785151399e-01 6.031878255359411911e-01
0.000000000000000000e+00 -2.614469667680905695e+04 9.130746059383908486e-01 9.130867264238605729e-01 9.495408306849655311e-01 1.109338124396144210e-01 5.925880635353703019e-01 2.488203297012204773e-01 4.463271924518169564e-01 1.768006894410598662e-01 4.279006859199570023e-01 4.111497080417914063e-01 5.527209268934807351e-02 4.694121400854412984e-01
0.000000000000000000e+00 -2.587422687375353416e+04 5.349900027022773674e-01 9.416145897467216308e-01 8.502276750945678696e-01 8.664546182356236415e-03 5.992716205219020820e-01 1.525605586899494437e-01 1.398956493623784159e-01 9.520764833092936197e-01 5.876705042226836317e-01 1.708256975628642538e-01 2.361678980150052620e-01 1.510769388441413064e-01
0.000000000000000000e+00 -2.586567323467816459e+04 5.189444716385732681e-01 9.367441260568657446e-01 3.128641160658613973e-01 8.360483260340390022e-01 7.698880310134499361e-01 9.028389910477992997e-01 6.718035402476459916e-01 8.416902386073961129e-01 2.884852640603133844e-01 3.204512031681470141e-01 3.178224740187146624e-01 1.327393381640575853e-01
0.000000000000000000e+00 -2.577788847662122134e+04 9.707417424948187046e-01 9.809334498793537138e-01 1.072291202759186879e-01 6.079968418896520843e-01 1.758821505210883540e-01 4.176420040683318513e-01 3.313784069081101569e-01 2.957371757932819589e-01 2.660682939614811282e-02 4.644407562705998860e-01 7.832076702751534780e-01 8.611240935280333186e-01
0.000000000000000000e+00 -2.560563707190669811e+04 5.093162543343217052e-01 7.903669450072579039e-01 1.482875092764993630e-01 8.099104875041642781e-01 6.231745817527301057e-02 4.484415956066886144e-01 5.639716078288450340e-01 2.331061441829460623e-01 4.973835523133800507e-01 6.486161373564695021e-01 8.061159898946911317e-01 6.196139510279508045e-01
0.000000000000000000e+00 -2.553726003128127923e+04 9.651644184844532237e-01 3.472498696725035972e-01 9.527974044954575783e-01 5.615112849759484881e-02 4.497916644962275390e-01 4.511221641220724554e-01 4.809783654723227553e-01 1.681196987005176835e-01 3.403552717761818003e-01 5.443513969845400480e-01 9.651480572052726359e-01 5.221792173371991863e-01
0.000000000000000000e+00 -2.547910225091662869e+04 4.704513775665004616e-01 6.287136303275568938e-01 2.084764149321836069e-01 8.384683554116241222e-01 2.035061866677213560e-01 5.812896336627160210e-01 6.550943434838045754e-01 7.185615111555332390e-02 2.119090497727738054e-01 2.437486571362144083e-01 2.261249222071183285e-01 9.207780074937899073e-01
0.000000000000000000e+00 -2.529235676699376927e+04 2.562650083605411133e-01 5.622278626796387568e-01 4.236024167479408575e-01 8.908969938391506638e-01 2.408268325191120773e-02 3.540885740598266329e-01 7.814868320580348193e-02 2.764024868210342989e-01 9.432226408916200011e-02 9.951823461364169843e-01 6.629600988588901789e-02 7.154800235505949235e-01
0.000000000000000000e+00 -2.519184994997768081e+04 8.491295271867103089e-01 8.936636871957610584e-01 8.444316466452114200e-01 1.243291527237160299e-01 9.325897688194129120e-01 2.147978359748708432e-01 6.075714744549017832e-01 3.926138574776506518e-01 4.069920551191406610e-01 1.682026554919746619e-02 2.067622895670488958e-01 9.464487918698183400e-01
